timestamp,side,fill_price,fill_qty,realized_pnl,position,pnl
2025-04-14 10:18:47,sell,1.52,2091,0,-2091,0
2025-04-14 10:41:54,sell,1.52,9700,0,-11791,0
2025-04-14 10:42:16,buy,1.52,2914,0,-8877,0
2025-04-14 10:42:16,buy,1.52,1991,0,-6886,0
2025-04-14 11:02:35,sell,1.53,9700,0,-16586,0
2025-04-14 11:02:35,buy,1.53,9700,-40,-6886,-40
2025-04-14 12:12:42,buy,1.53,743,-3,-6143,-43
2025-04-14 12:12:50,buy,1.53,3129,-13,-3014,-56
2025-04-14 12:12:50,buy,1.53,5828,-13,2814,-69
2025-04-14 12:13:51,buy,1.53,6887,0,9701,-69
2025-04-14 12:53:16,sell,1.53,9700,0,1,-69
2025-04-14 13:18:51,sell,1.55,5254,0,-5253,-69
2025-04-14 13:18:55,sell,1.55,4446,0,-9699,-69
2025-04-14 14:41:10,sell,1.53,6250,0,-15949,-69
2025-04-14 14:41:10,sell,1.53,3450,0,-19399,-69
2025-04-14 14:55:00,buy,1.53,19399,194,0,125
2025-04-15 10:30:21,sell,1.52,9700,0,-9700,125
2025-04-15 10:42:29,sell,1.53,2974,0,-12674,125
2025-04-15 10:51:23,sell,1.53,6726,0,-19400,125
2025-04-15 12:32:09,buy,1.53,9700,-49,-9700,77
2025-04-15 14:55:00,buy,1.53,9700,-49,0,28
2025-04-16 10:10:24,sell,1.53,8287,0,-8287,28
2025-04-16 10:22:49,sell,1.53,26,0,-8313,28
2025-04-16 11:43:24,sell,1.53,3300,0,-11613,28
2025-04-16 12:47:00,sell,1.53,1980,0,-13593,28
2025-04-16 13:29:07,sell,1.53,3096,0,-16689,28
2025-04-16 14:06:28,sell,1.53,500,0,-17189,28
2025-04-16 14:13:57,sell,1.53,6,0,-17195,28
2025-04-16 14:27:26,sell,1.53,1480,0,-18675,28
2025-04-16 14:55:00,buy,1.53,18675,0,0,28
2025-04-17 10:35:19,buy,1.52,9700,0,9700,28
2025-04-17 12:09:29,buy,1.51,1868,0,11568,28
2025-04-17 14:30:54,buy,1.51,117,0,11685,28
2025-04-17 14:44:30,buy,1.51,7715,0,19400,28
2025-04-17 14:55:01,sell,1.52,19400,97,0,125
2025-04-18 11:52:59,sell,1.52,403,0,-403,125
2025-04-18 15:00:20,buy,1.53,403,-4,0,121
2025-04-21 10:18:02,buy,1.5,4300,0,4300,121
2025-04-21 10:18:02,buy,1.5,3500,0,7800,121
2025-04-21 12:49:55,sell,1.49,9700,-78,-1900,43
2025-04-21 13:59:24,sell,1.49,1577,0,-3477,43
2025-04-21 13:59:50,sell,1.49,7000,0,-10477,43
2025-04-21 14:00:28,sell,1.49,253,0,-10730,43
2025-04-21 14:04:08,sell,1.49,276,0,-11006,43
2025-04-21 14:07:49,sell,1.49,256,0,-11262,43
2025-04-21 14:11:16,sell,1.49,254,0,-11516,43
2025-04-21 14:14:09,sell,1.49,7884,0,-19400,43
2025-04-21 14:55:00,buy,1.48,19400,194,0,237
2025-04-23 10:00:00,sell,1.5,853,0,-853,237
2025-04-23 10:00:00,sell,1.5,1383,0,-2236,237
2025-04-23 10:00:00,sell,1.5,252,0,-2488,237
2025-04-23 10:15:53,sell,1.5,2017,0,-11950,237
2025-04-23 10:15:53,sell,1.5,2017,0,-9933,237
2025-04-23 10:15:53,sell,1.5,2017,0,-7916,237
2025-04-23 10:15:53,sell,1.5,2063,0,-5899,237
2025-04-23 10:15:53,sell,1.5,1348,0,-3836,237
2025-04-23 10:45:06,buy,1.5,9000,0,-2950,237
2025-04-23 10:46:54,buy,1.5,984,0,-1966,237
2025-04-23 10:46:54,buy,1.5,8716,0,6750,237
2025-04-23 11:26:08,sell,1.5,8294,0,-1544,237
2025-04-23 11:50:55,sell,1.5,9000,0,-10544,237
2025-04-23 12:03:19,sell,1.5,8606,0,-19150,237
2025-04-23 12:03:19,sell,1.5,250,0,-19400,237
2025-04-23 14:04:53,buy,1.49,9700,97,-9700,334
2025-04-23 14:55:00,buy,1.5,9700,0,0,334
2025-04-24 13:00:22,buy,1.49,150,0,1051,334
2025-04-24 13:00:22,buy,1.49,901,0,901,334
2025-04-24 14:55:00,sell,1.48,1051,-11,0,324
2025-04-25 10:00:00,sell,1.5,2573,0,-2573,324
2025-04-25 10:00:00,sell,1.5,2153,0,-4726,324
2025-04-25 12:10:01,buy,1.48,3574,71,-1152,395
2025-04-25 12:10:01,buy,1.48,1351,23,199,418
2025-04-25 14:25:36,sell,1.48,1612,0,-1413,418
2025-04-25 14:25:36,sell,1.48,72,0,-1485,418
2025-04-25 14:55:01,buy,1.48,1485,0,0,418
2025-04-28 10:00:00,sell,1.49,49,0,-184,418
2025-04-28 10:00:00,sell,1.49,68,0,-68,418
2025-04-28 10:00:00,sell,1.49,66,0,-134,418
2025-04-28 10:00:00,sell,1.49,1,0,-135,418
2025-04-28 11:30:06,buy,1.48,9700,2,9516,420
2025-04-28 12:38:58,buy,1.47,9700,0,19216,420
2025-04-28 13:17:42,buy,1.46,184,0,19400,420
2025-04-28 13:36:50,sell,1.46,9700,-144,9700,276
2025-04-28 14:02:15,sell,1.45,6136,-152,3564,124
2025-04-28 14:02:15,sell,1.46,1572,-23,1992,101
2025-04-28 14:18:01,sell,1.45,8409,-49,-6417,51
2025-04-28 14:18:01,sell,1.45,1291,0,-7708,51
2025-04-28 14:33:29,sell,1.44,4556,0,-12264,51
2025-04-28 14:33:29,sell,1.45,4944,0,-17208,51
2025-04-28 14:39:44,buy,1.44,9700,71,-7508,123
2025-04-28 14:55:00,buy,1.45,7508,-20,0,103
2025-04-29 10:00:27,buy,1.45,5710,0,5710,103
2025-04-29 10:08:48,sell,1.48,1292,0,-3990,183
2025-04-29 10:08:48,sell,1.47,5000,46,-2698,183
2025-04-29 10:08:48,sell,1.46,3408,34,2302,137
2025-04-29 10:14:38,buy,1.45,2646,61,-1344,244
2025-04-29 10:14:38,buy,1.45,536,12,-808,257
2025-04-29 10:16:34,sell,1.48,9700,0,-10508,257
2025-04-29 10:31:34,sell,1.48,2063,0,-12571,257
2025-04-29 10:31:34,sell,1.48,3342,0,-15913,257
2025-04-29 10:31:34,sell,1.48,1595,0,-17508,257
2025-04-29 10:46:11,sell,1.48,1339,0,-18847,257
2025-04-29 10:59:56,sell,1.48,553,0,-19400,257
2025-04-29 11:46:36,buy,1.45,2043,61,-17357,318
2025-04-29 12:05:40,buy,1.45,5957,177,-11400,495
2025-04-29 12:05:40,buy,1.45,1000,30,-10400,524
2025-04-29 13:55:58,sell,1.45,5793,0,-19400,524
2025-04-29 13:55:58,sell,1.45,3207,0,-13607,524
2025-04-29 14:34:43,buy,1.45,1693,27,-17707,551
2025-04-29 14:39:32,buy,1.45,3387,54,-14320,605
2025-04-29 14:44:06,buy,1.45,3604,57,-10716,663
2025-04-29 14:55:00,buy,1.45,10716,171,0,833
2025-04-30 10:19:03,sell,1.47,689,0,-689,833
2025-04-30 10:19:03,sell,1.47,9011,0,-9700,833
2025-04-30 11:07:18,sell,1.45,2108,0,-11808,833
2025-04-30 12:35:52,buy,1.44,9700,256,-2108,1090
2025-04-30 12:36:50,sell,1.45,390,0,-2498,1090
2025-04-30 12:36:50,sell,1.46,5000,0,-7498,1090
2025-04-30 14:55:01,buy,1.44,7498,160,0,1249
2025-05-01 10:08:20,sell,1.46,9700,0,-9700,1249
2025-05-01 12:27:48,buy,1.46,1867,0,-7833,1249
2025-05-01 13:25:13,sell,1.47,9700,0,-17533,1249
2025-05-01 13:38:12,buy,1.47,4000,-18,-13533,1232
2025-05-01 13:41:12,sell,1.47,3221,0,-16754,1232
2025-05-01 14:28:08,sell,1.47,2646,0,-19400,1232
2025-05-01 14:33:08,buy,1.47,9700,-30,-9700,1201
2025-05-01 14:55:00,buy,1.48,9700,-127,0,1074
2025-05-02 11:34:56,sell,1.48,962,0,-962,1074
2025-05-02 12:02:04,sell,1.48,3989,0,-4951,1074
2025-05-02 12:40:21,sell,1.48,1500,0,-6451,1074
2025-05-02 13:37:03,sell,1.48,1786,0,-8237,1074
2025-05-02 14:05:12,sell,1.48,2045,0,-13030,1074
2025-05-02 14:05:12,sell,1.48,4907,0,-17937,1074
2025-05-02 14:05:12,sell,1.48,2748,0,-10985,1074
2025-05-02 14:11:26,buy,1.48,9700,0,-8237,1074
2025-05-02 14:16:08,buy,1.48,9700,0,1463,1074
2025-05-02 14:16:24,sell,1.48,5192,0,-3729,1074
2025-05-02 14:16:50,buy,1.48,9700,0,5971,1074
2025-05-02 14:20:08,buy,1.49,4000,0,9971,1074
2025-05-02 14:55:00,sell,1.49,9971,60,0,1134
2025-05-05 11:01:12,sell,1.48,103,0,-103,1134
2025-05-05 11:27:37,buy,1.48,8011,0,7908,1134
2025-05-05 11:27:37,buy,1.48,1689,0,9597,1134
2025-05-05 14:39:36,sell,1.48,696,0,8901,1134
2025-05-05 14:55:01,sell,1.49,8901,89,0,1223
2025-05-06 10:52:26,sell,1.49,2315,0,-4743,1223
2025-05-06 10:52:26,sell,1.49,1233,0,-2428,1223
2025-05-06 10:52:26,sell,1.49,1000,0,-1000,1223
2025-05-06 10:52:26,sell,1.49,195,0,-1195,1223
2025-05-06 11:04:04,sell,1.49,491,0,-5234,1223
2025-05-06 11:09:08,sell,1.49,3489,0,-8723,1223
2025-05-06 11:11:47,sell,1.5,378,0,-18423,1223
2025-05-06 11:11:47,sell,1.49,3705,0,-12428,1223
2025-05-06 11:11:47,sell,1.49,3379,0,-15807,1223
2025-05-06 11:11:47,sell,1.49,1000,0,-16807,1223
2025-05-06 11:11:47,sell,1.5,1238,0,-18045,1223
2025-05-06 11:33:03,sell,1.5,977,0,-19400,1223
2025-05-06 13:46:54,buy,1.49,2808,4,-16592,1227
2025-05-06 14:30:39,buy,1.49,390,1,-15284,1228
2025-05-06 14:30:39,buy,1.49,709,1,-14575,1229
2025-05-06 14:30:39,buy,1.49,918,1,-15674,1228
2025-05-06 14:55:00,buy,1.5,14575,-126,0,1103
2025-05-07 10:58:02,buy,1.49,34,0,34,1103
2025-05-07 12:32:31,buy,1.49,2017,0,2051,1103
2025-05-07 12:50:16,buy,1.49,2063,0,4114,1103
2025-05-07 13:07:45,buy,1.49,84,0,4198,1103
2025-05-07 13:18:24,buy,1.49,2017,0,6215,1103
2025-05-07 14:44:14,buy,1.49,307,0,6522,1103
2025-05-07 14:55:00,sell,1.5,6522,65,0,1168
2025-05-08 13:38:20,sell,1.5,9700,0,-9700,1168
2025-05-08 14:55:00,buy,1.5,9700,0,0,1168
2025-05-12 11:39:41,buy,1.49,1319,0,1319,1168
2025-05-12 12:05:45,buy,1.49,2017,0,3336,1168
2025-05-12 12:23:59,buy,1.49,712,0,4048,1168
2025-05-12 12:23:59,buy,1.49,1305,0,5353,1168
2025-05-12 12:28:00,buy,1.49,2051,0,7404,1168
2025-05-12 12:28:00,buy,1.49,103,0,7507,1168
2025-05-12 12:42:33,buy,1.49,800,0,8307,1168
2025-05-12 13:16:53,buy,1.49,2017,0,10324,1168
2025-05-12 13:32:52,buy,1.49,1199,0,11523,1168
2025-05-12 13:32:52,buy,1.49,1938,0,13461,1168
2025-05-12 14:06:03,sell,1.5,9700,97,3761,1265
2025-05-12 14:07:26,buy,1.49,1422,0,5183,1265
2025-05-12 14:07:26,buy,1.49,4169,0,9352,1265
2025-05-12 14:07:26,buy,1.49,565,0,9917,1265
2025-05-12 14:55:00,sell,1.5,9917,99,0,1364
2025-05-13 10:24:43,sell,1.51,8775,0,-8775,1364
2025-05-13 10:34:48,buy,1.5,9700,88,925,1452
2025-05-13 12:09:07,buy,1.49,1400,0,2325,1452
2025-05-13 12:09:07,buy,1.49,3356,0,5681,1452
2025-05-13 12:09:07,buy,1.49,4000,0,9681,1452
2025-05-13 13:07:43,sell,1.48,1980,-22,7701,1430
2025-05-13 13:07:43,sell,1.48,3249,-36,4452,1395
2025-05-13 13:34:58,sell,1.48,9229,-49,-4777,1346
2025-05-13 14:22:18,sell,1.48,1342,0,-6119,1346
2025-05-13 14:27:00,buy,1.47,454,5,-5665,1351
2025-05-13 14:28:39,sell,1.48,2354,0,-8019,1351
2025-05-13 14:31:56,buy,1.47,9700,80,1681,1431
2025-05-13 14:41:54,buy,1.47,7851,0,9782,1431
2025-05-13 14:41:54,buy,1.47,250,0,1931,1431
2025-05-13 14:43:17,buy,1.47,8750,0,18532,1431
2025-05-13 14:43:17,buy,1.47,868,0,19400,1431
2025-05-13 14:55:00,sell,1.5,19400,582,0,2013
2025-05-14 10:00:00,sell,1.5,300,0,-300,2013
2025-05-14 10:00:00,sell,1.5,2017,0,-2317,2013
2025-05-14 10:00:00,sell,1.5,1183,0,-3500,2013
2025-05-14 10:00:00,sell,1.5,666,0,-4166,2013
2025-05-14 10:00:00,sell,1.5,4151,0,-8317,2013
2025-05-14 10:00:00,sell,1.5,1383,0,-9700,2013
2025-05-14 10:58:21,sell,1.5,4700,0,-19400,2013
2025-05-14 10:58:21,sell,1.5,5000,0,-14700,2013
2025-05-14 10:58:24,buy,1.49,9700,97,-9700,2110
2025-05-14 12:57:11,sell,1.5,9700,0,-19400,2110
2025-05-14 13:50:16,buy,1.49,6117,61,-9700,2207
2025-05-14 13:50:16,buy,1.49,546,5,-15817,2146
2025-05-14 13:50:16,buy,1.49,2037,20,-16363,2140
2025-05-14 13:50:16,buy,1.49,1000,10,-18400,2120
2025-05-14 13:56:58,sell,1.49,242,0,-9942,2207
2025-05-14 14:08:38,sell,1.49,1775,0,-11717,2207
2025-05-14 14:08:38,sell,1.5,4225,0,-15942,2207
2025-05-14 14:31:44,sell,1.48,3458,0,-19400,2207
2025-05-14 14:55:00,buy,1.5,19400,-89,0,2117
2025-05-15 12:43:15,sell,1.47,9700,0,-9700,2117
2025-05-15 12:51:20,sell,1.48,9700,0,-19400,2117
2025-05-15 14:55:00,buy,1.48,19400,-97,0,2020
2025-05-16 11:34:57,sell,1.48,1681,0,-1681,2020
2025-05-16 11:43:36,buy,1.48,1253,0,-428,2020
2025-05-16 11:50:25,buy,1.48,9700,0,9272,2020
2025-05-16 14:36:29,buy,1.48,2743,0,12015,2020
2025-05-16 14:44:40,sell,1.48,852,0,11163,2020
2025-05-16 14:44:40,sell,1.49,2313,23,8850,2044
2025-05-16 14:44:40,sell,1.49,4792,48,4058,2091
2025-05-16 14:55:00,sell,1.49,4058,41,0,2132
2025-05-19 11:11:57,buy,1.48,1051,0,1051,2132
2025-05-19 13:39:02,sell,1.48,9700,0,-8649,2132
2025-05-19 13:39:07,buy,1.48,2185,0,-6464,2132
2025-05-19 14:16:47,sell,1.47,2025,0,-8489,2132
2025-05-19 14:23:53,sell,1.47,3850,0,-12339,2132
2025-05-19 14:25:09,sell,1.47,5739,0,-18078,2132
2025-05-19 14:27:32,sell,1.47,1322,0,-19400,2132
2025-05-19 14:55:00,buy,1.47,19400,65,0,2197
2025-05-20 10:18:37,sell,1.49,1602,0,-1602,2197
2025-05-20 10:23:53,sell,1.49,1000,0,-2602,2197
2025-05-20 10:29:06,buy,1.48,4000,26,1398,2223
2025-05-20 12:59:39,sell,1.47,4328,-14,-2930,2209
2025-05-20 12:59:39,sell,1.47,3294,0,-6224,2209
2025-05-20 12:59:45,sell,1.47,1776,0,-8000,2209
2025-05-20 13:15:05,sell,1.47,2017,0,-10017,2209
2025-05-20 13:15:05,sell,1.47,2017,0,-12034,2209
2025-05-20 13:15:05,sell,1.47,1820,0,-13854,2209
2025-05-20 13:15:48,sell,1.47,5546,0,-19400,2209
2025-05-20 14:55:00,buy,1.47,19400,0,0,2209
2025-05-21 11:55:28,buy,1.48,2614,0,9700,2209
2025-05-21 11:55:28,buy,1.48,942,0,7086,2209
2025-05-21 11:55:28,buy,1.48,4000,0,4000,2209
2025-05-21 11:55:28,buy,1.48,2144,0,6144,2209
2025-05-21 12:54:22,buy,1.48,1165,0,10865,2209
2025-05-21 13:06:29,buy,1.48,8535,0,19400,2209
2025-05-21 14:29:05,sell,1.49,998,10,18402,2219
2025-05-21 14:38:37,sell,1.49,2220,22,16182,2241
2025-05-21 14:44:45,sell,1.49,6366,64,9816,2305
2025-05-21 14:55:00,sell,1.49,9816,98,0,2403
2025-05-22 10:00:00,sell,1.49,327,0,-327,2403
2025-05-22 13:43:48,sell,1.48,4353,0,-4680,2403
2025-05-22 13:43:59,sell,1.48,2513,0,-7193,2403
2025-05-22 13:44:05,sell,1.48,248,0,-7441,2403
2025-05-22 13:49:06,sell,1.48,3477,0,-10918,2403
2025-05-22 13:49:06,sell,1.48,3934,0,-14852,2403
2025-05-22 14:55:00,buy,1.5,14852,-294,0,2109
2025-05-23 10:02:58,buy,1.47,2058,0,2058,2109
